1775829857,22.759594,22.395666,507
1775829864,22.692837,22.525368,507
1775829871,22.642099,22.679483,508
1775829878,22.620737,22.790874,511
1775829885,22.564661,23.051804,517
1775829892,22.551308,23.501945,541
1775829899,22.527275,23.718624,578
1775829906,22.532616,23.781185,588
1775829913,22.527275,23.767452,593
1775829920,22.527275,23.747616,596
1775829927,22.484550,23.816282,598
1775829934,22.471199,23.833067,598
1775829941,22.455177,23.921568,597
1775829948,22.447166,23.900206,596
1775829955,22.431143,23.898680,595
1775829962,22.436483,23.952087,593
1775829969,22.460518,24.043640,592
1775829976,22.460518,24.173342,592
1775829983,22.468529,24.173342,592
1775829990,22.519264,24.243534,592
1775829997,22.570002,24.292362,592
1775830004,22.586023,24.283207,592
1775830011,22.650110,24.385443,593
1775830018,22.644770,24.411383,594
1775830025,22.724880,24.278629,596
1775830032,22.695507,24.263371,595
1775830039,22.722210,24.242008,592
1775830046,22.775616,24.289310,590
1775830053,22.788967,24.243534,589
1775830060,22.845045,24.338140,590
1775830067,22.847715,24.353399,589
1775830074,22.829023,24.612803,592
1775830081,22.823683,24.483101,594
1775830088,22.839705,24.295414,595
1775830095,22.823683,24.267948,595
1775830102,22.826353,24.167238,595
1775830109,22.823683,24.199284,594
1775830116,22.826353,24.167238,592
1775830123,22.810329,24.158083,591
1775830130,22.821012,24.084841,586
1775830137,22.821012,24.007019,583
1775830144,22.855726,23.933775,579
1775830151,22.829023,23.987183,577
1775830158,22.861067,24.014648,574
1775830165,22.903791,24.039062,574
1775830172,22.986572,24.223698,572
1775830179,22.994583,24.272526,571
1775830186,23.031967,24.203861,564
1775830193,23.023956,24.176394,564
1775830200,23.007935,24.051270,562
1775830207,23.002594,24.029907,561
1775830214,23.018616,23.961243,559
1775830221,23.029297,23.936827,558
1775830228,23.050659,23.852903,555
1775830235,23.072023,23.912413,553
1775830242,23.090715,23.820860,552
1775830249,23.082705,23.802547,552
1775830256,23.096056,23.804073,548
1775830263,23.090715,23.820860,546
1775830270,23.117418,23.758297,544
1775830277,23.061340,23.799496,543
1775830284,23.098726,23.724728,540
1775830291,23.104067,23.736935,539
1775830298,23.098726,23.724728,536
1775830305,23.122759,23.741512,534
1775830347,23.165483,23.746090,523
1775830312,23.152132,23.743038,533
1775830319,23.141451,23.689632,527
1775830326,23.136110,23.686579,526
1775830333,23.165483,23.697262,524
1775830340,23.176165,23.674372,524
1775830354,23.181505,23.686579,521
1775830361,23.184175,23.741512,520
1775830368,23.181505,23.677423,519
1775830375,23.192188,23.607233,518
1775830382,23.173494,23.601130,518
1775830389,23.189518,23.639277,517
1775830396,23.205540,23.619440,517
1775830403,23.226902,23.668268,517
1775830410,23.216221,23.672846,517
1775830417,23.242924,23.581293,516
1775830424,23.242924,23.666742,517
1775830431,23.261616,23.643854,519
1775830438,23.274967,23.627069,518
1775830445,23.282978,23.692684,519
1775830452,23.320364,23.617914,519
1775830459,23.315023,23.653009,519
1775830466,23.317694,23.659113,518
1775830473,23.328375,23.550774,518
1775830480,23.323034,23.538567,518
1775830487,23.317694,23.488213,518
1775830494,23.347067,23.431753,518
1775830501,23.355078,23.450066,516
1775830508,23.344397,23.434805,516
1775830515,23.323034,23.404287,515
1775830522,23.347067,23.431753,515
1775830529,23.357748,23.381399,514
1775830536,23.368429,23.338675,510
1775830543,23.379110,23.363089,508
1775830550,23.397802,23.340200,506
1775830557,23.384451,23.309681,505
1775830564,23.395132,23.268482,502
1775830571,23.392462,23.251698,502
1775830578,23.419165,23.247120,500
1775830585,23.413824,23.254749,500
1775830592,23.419165,23.219654,500
1775830599,23.419165,23.208973,499
1775830606,23.413824,23.207447,498
1775830613,23.403143,23.248646,498
1775830620,23.437859,23.176928,497
1775830627,23.429846,23.158617,497
1775830634,23.443199,23.123522,496
1775830641,23.443199,23.094530,496
1775830648,23.453880,23.062485,495
1775830655,23.451210,23.076220,494
1775830662,23.477913,23.080797,492
1775830669,23.477913,23.042648,492
1775830676,23.504616,23.010605,490
1775830683,23.480583,23.019760,489
1775830690,23.509956,22.928205,481
